,weekday,hour,minute,Average
330,3,7,0,11.826333704099397
331,3,7,10,11.085007402383242
332,3,7,20,11.138818917525644
333,3,7,30,11.195855820978846
334,3,7,40,10.675667778371944
335,3,7,50,11.212666666666667
336,3,8,0,11.193500630259539
337,3,8,10,11.677315953646616
338,3,8,20,11.84753022111635
339,3,8,30,10.609306588244298
340,3,8,40,11.395999618018148
341,3,8,50,12.597672668039353
342,3,9,0,11.438339524804633
343,3,9,10,11.68034681585931
344,3,9,20,10.81583254842347
345,3,9,30,11.359024165429776
346,3,9,40,11.158979675338745
347,3,9,50,11.402999492251713
348,3,10,0,10.866023834223617
349,3,10,10,10.418485148028097
350,3,10,20,9.523335195545556
351,3,10,30,9.26668351972533
352,3,10,40,8.509817236379392
353,3,10,50,8.625169495860927
354,3,11,0,7.303669667440462
355,3,11,10,7.0298302316784715
356,3,11,20,6.649667172942685
357,3,11,30,5.973504550689908
358,3,11,40,6.126
359,3,11,50,5.954163597879583
360,3,12,0,6.234847053963383
361,3,12,10,5.731325778613608
362,3,12,20,5.977997486424952
363,3,12,30,5.7666776591245865
364,3,12,40,6.0408333333333335
365,3,12,50,5.910166666666667
366,3,13,0,6.191666666666667
367,3,13,10,5.9485
368,3,13,20,6.098166666666667
369,3,13,30,5.863666666666667
370,3,13,40,6.2855
371,3,13,50,6.115989194974256
372,3,14,0,6.465339206460095
373,3,14,10,6.399161112536943
374,3,14,20,6.233319906446478
375,3,14,30,6.1263460647292165
